0.000233089	0
0.000699267	0
0.00116545	0
0.00163162	0
0.0020978	0
0.00256398	0
0.00303016	0
0.00349634	0
0.00396251	0
0.00442869	0.000696056
0.00489487	0.00162413
0.00536105	0.00609322
0.00582723	0.00956849
0.0062934	0.0168983
0.00675958	0.0298431
0.00722576	0.0442412
0.00769194	0.0578173
0.00815812	0.0702958
0.00862429	0.996651
0.00909047	0.123246
0.00955665	0.999287
0.0100228	0.940637
0.010489	0.0768239
0.0109552	0.0877703
0.0114214	0.225442
0.0118875	0.0740601
0.0123537	0.0713716
0.0128199	0.0777262
0.0132861	0.0835965
0.0137523	0.0883398
0.0142184	0.0923007
0.0146846	0.0964327
0.0151508	0.10334
0.015617	0.109073
0.0160831	0.112716
0.0165493	0.117215
0.0170155	0.122692
0.0174817	0.128219
0.0179479	0.132476
0.018414	0.136681
0.0188802	0.140671
0.0193464	0.144623
0.0198126	0.145308
0.0202787	0.14724
0.0207449	0.150198
0.0212111	0.152765
0.0216773	0.154012
0.0221435	0.155137
0.0226096	0.156799
0.0230758	0.157949
0.023542	0.158609
0.0240082	0.158927
0.0244743	0.158927
0.0249405	0.158609
0.0254067	0.158315
0.0258729	0.157521
0.0263391	0.156188
0.0268052	0.155308
0.0272714	0.154281
0.0277376	0.152337
0.0282038	0.150271
0.0286699	0.14878
0.0291361	0.147313
0.0296023	0.144306
0.0300685	0.141812
0.0305347	0.140027
0.0310008	0.137508
0.031467	0.134513
0.0319332	0.131372
0.0323994	0.12856
0.0328655	0.126482
0.0333317	0.123254
0.0337979	0.119049
0.0342641	0.116604
0.0347303	0.114379
0.0351964	0.110259
0.0356626	0.106286
0.0361288	0.103719
0.036595	0.100834
0.0370612	0.0965794
0.0375273	0.0933031
0.0379935	0.0897579
0.0384597	0.0868484
0.0389259	0.0831687
0.039392	0.0788533
0.0398582	0.0758704
0.0403244	0.0732542
0.0407906	0.0688899
0.0412568	0.0645256
0.0417229	0.0619095
0.0421891	0.0589022
0.0426553	0.0545134
0.0431215	0.0505648
0.0435876	0.0477041
0.0440538	0.0443056
0.04452	0.0405892
0.0449862	0.0365306
0.0454524	0.032912
0.0459185	0.0293912
0.0463847	0.0254303
0.0468509	0.0223741
0.0473171	0.0196846
0.0477832	0.0156382
0.0482494	0.0113472
0.0487156	0.00875552
0.0491818	0.00657948
0.049648	0.0036944
0.0501141	0.00112717
0.0505803	0
0.0510465	0
0.0515127	0
0.0519788	0
0.052445	0
0.0529112	0
0.0533774	0
0.0538436	0
0.0543097	0
